time,Ax_filt,Ay_filt,Az_filt
0.0,2.6187647457286336,-0.80782156096116,0.3051117615735529
0.0040149812734082396,2.465295179684875,-0.7696184451211476,0.3259676491797837
0.008029962546816479,2.3358818334617992,-0.7530166371564014,0.3428203466451136
0.012044943820224719,2.238011242855537,-0.7688870610366096,0.3546142328631475
0.016059925093632958,2.169397029793297,-0.8252769630986152,0.3621192888102131
0.0200749063670412,2.1187013261920673,-0.9253706131046939,0.36775074276559405
0.024089887640449437,2.0691822007802108,-1.0662833576381958,0.374961966109354
0.028104868913857675,2.003835037943093,-1.239121526807389,0.38750275217718105
0.032119850187265916,1.9102330317340022,-1.4302707655808027,0.40868025218628573
0.03613483146067416,1.7837576205281125,-1.623413523571523,0.4406174801095943
0.0401498127340824,1.6286663590712742,-1.801696517218705,0.4835712853494032
0.04416479400749063,1.457080054234713,-1.9496420657148692,0.5355003050797984
0.048179775280898875,1.2864972053946706,-2.0544858184881747,0.5920376130718801
0.052194756554307116,1.1367621424070584,-2.106707692611286,0.6468793893354615
0.05620973782771535,1.0273308311525733,-2.099826035300469,0.69254037743238
0.06022471910112359,0.9752311303494081,-2.029897692743787,0.7214339611816348
0.06423970037453183,0.9935836544916454,-1.8952948847665574,0.7271363840296786
0.06825468164794007,1.0901798923899806,-1.6971532929276205,0.7055062994796647
0.07226966292134832,1.2654856215365535,-1.4405831599209407,0.6552909815612634
0.07628464419475656,1.5097088785780042,-1.1364009890931597,0.5780496127759136
0.0802996254681648,1.7994587903087007,-0.8026500021187659,0.4774673400250811
0.08431460674157303,2.095893964101716,-0.46458108459497943,0.3582902451492647
0.08832958801498127,2.3473713860375383,-0.15169674416671822,0.22529053230802615
0.09234456928838951,2.4989509287333296,0.10834526901835247,0.08283620631557369
0.09635955056179775,2.5074377209643703,0.2970490236776551,-0.0645538228320616
0.10037453183520599,2.355868455086591,0.4103067574880489,-0.2109633620904887
0.10438951310861423,2.060228806198902,0.45894067999464894,-0.3481498746425137
0.10840449438202247,1.66527458413298,0.4643182424765721,-0.4660082398902232
0.1124194756554307,1.2317449023696239,0.4511203945863405,-0.5545914489442909
0.11643445692883894,0.8201984474432381,0.44030979088877115,-0.6065719586720428
0.12044943820224718,0.47681478276948724,0.4446399134904038,-0.6186766180257961
0.12446441947565542,0.2250318563353227,0.4675007324664072,-0.5916175469933763
0.12847940074906367,0.06476995919563606,0.5047095189407006,-0.5291502473085268
0.1324943820224719,-0.021582945717464525,0.5482661263873297,-0.437043965794463
0.13650936329588015,-0.059806023685002575,0.5906629470313334,-0.3223741037187612
0.1405243445692884,-0.0753848061423836,0.6281438816236813,-0.19327670435809416
0.14453932584269663,-0.08854949795371611,0.6617798548051139,-0.0590057558451696
0.14855430711610487,-0.11274226368787611,0.6963010814687829,0.07024773190621902
0.1525692883895131,-0.15500544351155873,0.7376282128697079,0.18443440885942314
0.15658426966292135,-0.21681880915180746,0.7903103900154772,0.2759400221983822
0.1605992509363296,-0.2945368545376052,0.8556417919148179,0.3426202283413237
0.1646142322097378,-0.3794117747444055,0.9307773742502878,0.39013944611907553
0.16862921348314605,-0.4579815429665731,1.0090421231849844,0.43180860617795674
0.1726441947565543,-0.5136525856098704,1.0814537148385988,0.48502927715179484
0.17665917602996253,-0.5294697704588195,1.1390834861729677,0.5652632639566998
0.18067415730337077,-0.49124843341497954,1.175607636298974,0.6798784010484527
0.18468913857677902,-0.39009356055819583,1.1893795882224887,0.8243758755767048
0.18870411985018726,-0.2236504856363947,1.1844080654151552,0.9824932759085826
0.1927191011235955,0.004013813468159088,1.1697895680533181,1.130088703535231
0.19673408239700374,0.2834597285035916,1.157569361050923,1.241243849723862
0.20074906367041198,0.6013571356316154,1.1595948237095937,1.2943725811841689
0.20476404494382022,0.942153459979347,1.1843882164747752,1.2764770671263144
0.20877902621722846,1.2895823800363366,1.2350935469923003,1.1846654423611875
0.2127940074906367,1.6274511316557938,1.3090505429902766,1.0251480165853544
0.21680898876404495,1.9396041499383112,1.3988508415491938,0.8107303104293793
0.2208239700374532,2.2099276211398284,1.4943179065656027,0.5579807516052925
0.2248389513108614,2.4235974116262673,1.5848245337329987,0.284838758860197
0.22885393258426964,2.5698153713272247,1.6614290739385125,0.00893303711192962
0.23286891385767788,2.644832932017345,1.7183263852928643,-0.2533742384126073
0.23688389513108613,2.6536099590560607,1.7532723690835377,-0.48734173573720374
0.24089887640449437,2.6093239155700347,1.7670258845905142,-0.6798799206431063
0.2449138576779026,2.5310342383247777,1.7621883736808541,-0.8196183151813294
0.24892883895131085,2.4402061980601815,1.74190220562352,-0.8973131056741236
0.2529438202247191,2.356719113001546,1.7087927286450737,-0.9066931288437764
0.25695880149812733,2.2950164060133855,1.6644694546298862,-0.8455761792964765
0.26097378277153555,2.261258719771378,1.609799661598334,-0.7169590563040811
0.2649887640449438,2.2524073607158606,1.5458965160799116,-0.529774843927037
